"EXPEDITION_IN_CODE";"EXPEDITION_IN_CITY";"EXPEDITION_IN_DISTRICT";"EXPEDITION_IN_PROVINCE";"EXPEDITION_IN_PRICE_REG";"EXPEDITION_IN_PRICE_REG_ETD";"EXPEDITION_IN_PRICE_CARGO";"EXPEDITION_IN_PRICE_CARGO_ETD";"EXPEDITION_IN_PRICE_BEST";"EXPEDITION_IN_PRICE_BEST_ETD"
"SUB20401";"Kab. Nganjuk";"Bagor";"JAWA TIMUR";0;"";0;"";0;""
"SUB20402";"Kab. Nganjuk";"Berbek";"JAWA TIMUR";0;"";0;"";0;""
"SUB20403";"Kab. Nganjuk";"Gondang ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20404";"Kab. Nganjuk";"Loceret";"JAWA TIMUR";0;"";0;"";0;""
"SUB20405";"Kab. Nganjuk";"Ngetos";"JAWA TIMUR";0;"";0;"";0;""
"SUB20406";"Kab. Nganjuk";"Ngluyu";"JAWA TIMUR";0;"";0;"";0;""
"SUB20407";"Kab. Nganjuk";"Pace";"JAWA TIMUR";0;"";0;"";0;""
"SUB20408";"Kab. Nganjuk";"Prambon ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20409";"Kab. Nganjuk";"Rejoso ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20410";"Kab. Nganjuk";"Sawahan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20411";"Kab. Nganjuk";"Sukomoro ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20412";"Kab. Nganjuk";"Tanjunganom";"JAWA TIMUR";0;"";0;"";0;""
"SUB20413";"Kab. Nganjuk";"Wilangan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20414";"Kab. Nganjuk";"Kertosono";"JAWA TIMUR";0;"";0;"";0;""
"SUB20415";"Kab. Nganjuk";"Baron";"JAWA TIMUR";0;"";0;"";0;""
"SUB20416";"Kab. Nganjuk";"Jatikalen";"JAWA TIMUR";0;"";0;"";0;""
"SUB20417";"Kab. Nganjuk";"Lengkong ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20418";"Kab. Nganjuk";"Ngronggot";"JAWA TIMUR";0;"";0;"";0;""
"SUB20419";"Kab. Nganjuk";"Patianrowo";"JAWA TIMUR";0;"";0;"";0;""
"SUB20500";"Kab. Pamekasan";"Pamekasan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20501";"Kab. Pamekasan";"Batu Marmar";"JAWA TIMUR";0;"";0;"";0;""
"SUB20502";"Kab. Pamekasan";"Galis ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20503";"Kab. Pamekasan";"Kadur";"JAWA TIMUR";0;"";0;"";0;""
"SUB20504";"Kab. Pamekasan";"Larangan ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20505";"Kab. Pamekasan";"Pakong";"JAWA TIMUR";0;"";0;"";0;""
"SUB20506";"Kab. Pamekasan";"Palengaan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20507";"Kab. Pamekasan";"Pasean";"JAWA TIMUR";0;"";0;"";0;""
"SUB20508";"Kab. Pamekasan";"Pegantenan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20509";"Kab. Pamekasan";"Proppo";"JAWA TIMUR";0;"";0;"";0;""
"SUB20510";"Kab. Pamekasan";"Tlanakan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20511";"Kab. Pamekasan";"Waru";"JAWA TIMUR";0;"";0;"";0;""
"SUB20512";"Kab. Pamekasan";"Pademawu";"JAWA TIMUR";0;"";0;"";0;""
"SUB20600";"Kab. Sampang";"Sampang ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20601";"Kab. Sampang";"Banyuates";"JAWA TIMUR";0;"";0;"";0;""
"SUB20602";"Kab. Sampang";"Camplong";"JAWA TIMUR";0;"";0;"";0;""
"SUB20603";"Kab. Sampang";"Jrengik";"JAWA TIMUR";0;"";0;"";0;""
"SUB20604";"Kab. Sampang";"KEDUNDUNG";"JAWA TIMUR";0;"";0;"";0;""
"SUB20605";"Kab. Sampang";"Ketapang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20606";"Kab. Sampang";"Omben";"JAWA TIMUR";0;"";0;"";0;""
"SUB20607";"Kab. Sampang";"Robatal";"JAWA TIMUR";0;"";0;"";0;""
"SUB20608";"Kab. Sampang";"Sokobanah";"JAWA TIMUR";0;"";0;"";0;""
"SUB20609";"Kab. Sampang";"Sreseh";"JAWA TIMUR";0;"";0;"";0;""
"SUB20610";"Kab. Sampang";"Tambelangan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20611";"Kab. Sampang";"Torjun";"JAWA TIMUR";0;"";0;"";0;""
"SUB20612";"Kab. Sampang";"Karang Penang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20614";"Kab. Sampang";"Pangarengan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20700";"Kab. Sidoarjo";"Sidoarjo";"JAWA TIMUR";0;"";0;"";0;""
"SUB20702";"Kab. Sidoarjo";"Buduran";"JAWA TIMUR";0;"";0;"";0;""
"SUB20703";"Kab. Sidoarjo";"Candi";"JAWA TIMUR";0;"";0;"";0;""
"SUB20704";"Kab. Sidoarjo";"Gedangan ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20705";"Kab. Sidoarjo";"Jabon";"JAWA TIMUR";0;"";0;"";0;""
"SUB20706";"Kab. Sidoarjo";"Krembung";"JAWA TIMUR";0;"";0;"";0;""
"SUB20708";"Kab. Sidoarjo";"Porong";"JAWA TIMUR";0;"";0;"";0;""
"SUB20710";"Kab. Sidoarjo";"Sedati";"JAWA TIMUR";0;"";0;"";0;""
"SUB20711";"Kab. Sidoarjo";"Sukodono";"JAWA TIMUR";0;"";0;"";0;""
"SUB20713";"Kab. Sidoarjo";"Tanggulangin";"JAWA TIMUR";0;"";0;"";0;""
"SUB20715";"Kab. Sidoarjo";"Tulangan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20716";"Kab. Sidoarjo";"Waru";"JAWA TIMUR";0;"";0;"";0;""
"SUB20717";"Kab. Sidoarjo";"Wonoayu";"JAWA TIMUR";0;"";0;"";0;""
"SUB20719";"Kab. Sidoarjo";"Krian";"JAWA TIMUR";0;"";0;"";0;""
"SUB20720";"Kab. Sidoarjo";"Taman ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20800";"Kab. Sumenep";"Sumenep";"JAWA TIMUR";0;"";0;"";0;""
"SUB20801";"Kab. Sumenep";"Ambunten";"JAWA TIMUR";0;"";0;"";0;""
"SUB20802";"Kab. Sumenep";"Arjasa ";"JAWA TIMUR";0;"";0;"";0;""
"SUB20803";"Kab. Sumenep";"Batang Batang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20804";"Kab. Sumenep";"Batuputih";"JAWA TIMUR";0;"";0;"";0;""
"SUB20805";"Kab. Sumenep";"Bluto";"JAWA TIMUR";0;"";0;"";0;""
"SUB20806";"Kab. Sumenep";"Dasuk";"JAWA TIMUR";0;"";0;"";0;""
"SUB20807";"Kab. Sumenep";"Dungkek";"JAWA TIMUR";0;"";0;"";0;""
"SUB20808";"Kab. Sumenep";"Ganding";"JAWA TIMUR";0;"";0;"";0;""
"SUB20809";"Kab. Sumenep";"Gapura";"JAWA TIMUR";0;"";0;"";0;""
"SUB20810";"Kab. Sumenep";"Gayam";"JAWA TIMUR";0;"";0;"";0;""
"SUB20811";"Kab. Sumenep";"Giligenteng";"JAWA TIMUR";0;"";0;"";0;""
"SUB20812";"Kab. Sumenep";"Guluk-Guluk";"JAWA TIMUR";0;"";0;"";0;""
"SUB20813";"Kab. Sumenep";"Kalianget";"JAWA TIMUR";0;"";0;"";0;""
"SUB20814";"Kab. Sumenep";"Lenteng";"JAWA TIMUR";0;"";0;"";0;""
"SUB20815";"Kab. Sumenep";"Manding";"JAWA TIMUR";0;"";0;"";0;""
"SUB20816";"Kab. Sumenep";"Masalembu";"JAWA TIMUR";0;"";0;"";0;""
"SUB20817";"Kab. Sumenep";"Nonggunong";"JAWA TIMUR";0;"";0;"";0;""
"SUB20818";"Kab. Sumenep";"Pasongsongan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20819";"Kab. Sumenep";"Pragaan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20820";"Kab. Sumenep";"Raas";"JAWA TIMUR";0;"";0;"";0;""
"SUB20821";"Kab. Sumenep";"Rubaru";"JAWA TIMUR";0;"";0;"";0;""
"SUB20822";"Kab. Sumenep";"Sapeken";"JAWA TIMUR";0;"";0;"";0;""
"SUB20823";"Kab. Sumenep";"Saronggi";"JAWA TIMUR";0;"";0;"";0;""
"SUB20824";"Kab. Sumenep";"Talango";"JAWA TIMUR";0;"";0;"";0;""
"SUB20825";"Kab. Sumenep";"Batuan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20826";"Kab. Sumenep";"Kangean";"JAWA TIMUR";0;"";0;"";0;""
"SUB20900";"Kab. Tuban";"Tuban";"JAWA TIMUR";0;"";0;"";0;""
"SUB20901";"Kab. Tuban";"Bancar";"JAWA TIMUR";0;"";0;"";0;""
"SUB20902";"Kab. Tuban";"Bangilan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20903";"Kab. Tuban";"Jatirogo";"JAWA TIMUR";0;"";0;"";0;""
"SUB20904";"Kab. Tuban";"Jenu";"JAWA TIMUR";0;"";0;"";0;""
"SUB20905";"Kab. Tuban";"Kenduruan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20906";"Kab. Tuban";"Kerek";"JAWA TIMUR";0;"";0;"";0;""
"SUB20907";"Kab. Tuban";"Merakurak";"JAWA TIMUR";0;"";0;"";0;""
"SUB20908";"Kab. Tuban";"Montong";"JAWA TIMUR";0;"";0;"";0;""
"SUB20909";"Kab. Tuban";"Palang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20910";"Kab. Tuban";"Parengan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20911";"Kab. Tuban";"Plumbang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20912";"Kab. Tuban";"Rengel";"JAWA TIMUR";0;"";0;"";0;""
"SUB20913";"Kab. Tuban";"Semanding";"JAWA TIMUR";0;"";0;"";0;""
"SUB20914";"Kab. Tuban";"Senori";"JAWA TIMUR";0;"";0;"";0;""
"SUB20915";"Kab. Tuban";"Singgahan";"JAWA TIMUR";0;"";0;"";0;""
"SUB20916";"Kab. Tuban";"Soko";"JAWA TIMUR";0;"";0;"";0;""
"SUB20917";"Kab. Tuban";"Tambakboyo";"JAWA TIMUR";0;"";0;"";0;""
"SUB20918";"Kab. Tuban";"Widang";"JAWA TIMUR";0;"";0;"";0;""
"SUB20919";"Kab. Tuban";"Grabagan";"JAWA TIMUR";0;"";0;"";0;""
"SUB21000";"Kab. Tulungagung";"Tulungagung";"JAWA TIMUR";0;"";0;"";0;""
"SUB21001";"Kab. Tulungagung";"Bandung ";"JAWA TIMUR";0;"";0;"";0;""
"SUB21002";"Kab. Tulungagung";"Besuki ";"JAWA TIMUR";0;"";0;"";0;""
"SUB21003";"Kab. Tulungagung";"Campurdarat";"JAWA TIMUR";0;"";0;"";0;""
"SUB21004";"Kab. Tulungagung";"Gondang ";"JAWA TIMUR";0;"";0;"";0;""
"SUB21005";"Kab. Tulungagung";"Kalidawir";"JAWA TIMUR";0;"";0;"";0;""
"SUB21006";"Kab. Tulungagung";"Karangrejo ";"JAWA TIMUR";0;"";0;"";0;""
"SUB21008";"Kab. Tulungagung";"Ngantru";"JAWA TIMUR";0;"";0;"";0;""
"SUB21009";"Kab. Tulungagung";"Ngunut";"JAWA TIMUR";0;"";0;"";0;""
"SUB21010";"Kab. Tulungagung";"Pagerwojo";"JAWA TIMUR";0;"";0;"";0;""
"SUB21011";"Kab. Tulungagung";"Pakel";"JAWA TIMUR";0;"";0;"";0;""
"SUB21012";"Kab. Tulungagung";"Pucanglaban";"JAWA TIMUR";0;"";0;"";0;""
"SUB21013";"Kab. Tulungagung";"Rejotangan";"JAWA TIMUR";0;"";0;"";0;""
"SUB21014";"Kab. Tulungagung";"Sendang";"JAWA TIMUR";0;"";0;"";0;""
"SUB21015";"Kab. Tulungagung";"Sumbergempol";"JAWA TIMUR";0;"";0;"";0;""
"SUB21016";"Kab. Tulungagung";"Tanggung Gunung";"JAWA TIMUR";0;"";0;"";0;""
"SUB21017";"Kab. Tulungagung";"Boyolangu";"JAWA TIMUR";0;"";0;"";0;""
"SUB21018";"Kab. Tulungagung";"Kauman ";"JAWA TIMUR";0;"";0;"";0;""
"SUB21019";"Kab. Tulungagung";"Kedungwaru";"JAWA TIMUR";0;"";0;"";0;""
"SUB22000";"Kab. Trenggalek";"Trenggalek";"JAWA TIMUR";0;"";0;"";0;""
"SUB22001";"Kab. Trenggalek";"Bendungan";"JAWA TIMUR";0;"";0;"";0;""
"SUB22002";"Kab. Trenggalek";"Dongko";"JAWA TIMUR";0;"";0;"";0;""
"SUB22003";"Kab. Trenggalek";"Durenan";"JAWA TIMUR";0;"";0;"";0;""
"SUB22004";"Kab. Trenggalek";"Gandusari ";"JAWA TIMUR";0;"";0;"";0;""
"SUB22005";"Kab. Trenggalek";"Kampak";"JAWA TIMUR";0;"";0;"";0;""
"SUB22006";"Kab. Trenggalek";"Karangan";"JAWA TIMUR";0;"";0;"";0;""
"SUB22007";"Kab. Trenggalek";"Munjungan";"JAWA TIMUR";0;"";0;"";0;""
"SUB22008";"Kab. Trenggalek";"Panggul";"JAWA TIMUR";0;"";0;"";0;""
"SUB22009";"Kab. Trenggalek";"Pogalan";"JAWA TIMUR";0;"";0;"";0;""
"SUB22010";"Kab. Trenggalek";"Pule";"JAWA TIMUR";0;"";0;"";0;""
"SUB22011";"Kab. Trenggalek";"Tugu";"JAWA TIMUR";0;"";0;"";0;""
"SUB22012";"Kab. Trenggalek";"Watulimo";"JAWA TIMUR";0;"";0;"";0;""
"SUB22013";"Kab. Trenggalek";"Suruh";"JAWA TIMUR";0;"";0;"";0;""
"TGR10000";"Kota Tangerang";"Tangerang";"BANTEN";0;"";0;"";0;""
"TGR10036";"Kota Tangerang";"Ciledug ";"BANTEN";0;"";0;"";0;""
"TGR10046";"Kota Tangerang";"Batuceper ";"BANTEN";0;"";0;"";0;""
"TGR10047";"Kota Tangerang";"Benda";"BANTEN";0;"";0;"";0;""
"TGR10048";"Kota Tangerang";"Cibodas ";"BANTEN";0;"";0;"";0;""
"TGR10049";"Kota Tangerang";"Cipondoh ";"BANTEN";0;"";0;"";0;""
"TGR10050";"Kota Tangerang";"Jatiuwung ";"BANTEN";0;"";0;"";0;""
"TGR10051";"Kota Tangerang";"Karangtengah ";"BANTEN";0;"";0;"";0;""
"TGR10052";"Kota Tangerang";"Karawaci ";"BANTEN";0;"";0;"";0;""
"TGR10053";"Kota Tangerang";"Larangan ";"BANTEN";0;"";0;"";0;""
"TGR10054";"Kota Tangerang";"Neglasari ";"BANTEN";0;"";0;"";0;""
"TGR10055";"Kota Tangerang";"Periuk ";"BANTEN";0;"";0;"";0;""
"TGR10056";"Kota Tangerang";"Pinang ";"BANTEN";0;"";0;"";0;""
"TGR10060";"Kota Tangerang Selatan";"Serpong Utara";"BANTEN";0;"";0;"";0;""
"TGR10061";"Kota Tangerang Selatan";"Ciputat Timur";"BANTEN";0;"";0;"";0;""
"TGR10062";"Kota Tangerang Selatan";"Setu";"BANTEN";0;"";0;"";0;""
"TGR10100";"Kab. Tangerang";"Tigaraksa";"BANTEN";0;"";0;"";0;""
"TGR10101";"Kab. Tangerang";"Balaraja";"BANTEN";0;"";0;"";0;""
"TGR10102";"Kab. Tangerang";"Cikupa";"BANTEN";0;"";0;"";0;""
"TGR10103";"Kab. Tangerang";"Cisoka";"BANTEN";0;"";0;"";0;""
"TGR10104";"Kab. Tangerang";"Curug";"BANTEN";0;"";0;"";0;""
"TGR10105";"Kab. Tangerang";"Kronjo";"BANTEN";0;"";0;"";0;""
"TGR10106";"Kab. Tangerang";"Kresek";"BANTEN";0;"";0;"";0;""
"TGR10107";"Kab. Tangerang";"Legok";"BANTEN";0;"";0;"";0;""
"TGR10108";"Kab. Tangerang";"Mauk";"BANTEN";0;"";0;"";0;""
"TGR10109";"Kab. Tangerang";"PASAR KEMIS";"BANTEN";0;"";0;"";0;""
"TGR10110";"Kab. Tangerang";"Pakuhaji";"BANTEN";0;"";0;"";0;""
"TGR10111";"Kab. Tangerang";"Rajeg";"BANTEN";0;"";0;"";0;""
"TGR10112";"Kab. Tangerang";"Sepatan /Jatimulya/Cengklong";"BANTEN";0;"";0;"";0;""
"TGR10113";"Kab. Tangerang";"Serpong";"BANTEN";0;"";0;"";0;""
"TGR10114";"Kab. Tangerang";"Teluknaga";"BANTEN";0;"";0;"";0;""
"TGR10115";"Kab. Tangerang";"Pondok Aren / Jurang Mangu";"BANTEN";0;"";0;"";0;""
"TGR10116";"Kab. Tangerang";"Pamulang";"BANTEN";0;"";0;"";0;""
"TGR10117";"Kab. Tangerang";"Ciputat ";"BANTEN";0;"";0;"";0;""
"TGR10118";"Kab. Tangerang";"Cisauk";"BANTEN";0;"";0;"";0;""
"TGR10119";"Kab. Tangerang";"Jambe";"BANTEN";0;"";0;"";0;""
"TGR10120";"Kab. Tangerang";"Jayanti ";"BANTEN";0;"";0;"";0;""
"TGR10121";"Kab. Tangerang";"Kemiri ";"BANTEN";0;"";0;"";0;""
"TGR10122";"Kab. Tangerang";"Kosambi /Salembaran jati";"BANTEN";0;"";0;"";0;""
"TGR10123";"Kab. Tangerang";"Pagedangan";"BANTEN";0;"";0;"";0;""
"TGR10124";"Kab. Tangerang";"Panongan";"BANTEN";0;"";0;"";0;""
"TGR10125";"Kab. Tangerang";"Sukadiri";"BANTEN";0;"";0;"";0;""
"TGR10127";"Kab. Tangerang";" Sukamulya";"BANTEN";0;"";0;"";0;""
"TGR10128";"Kab. Tangerang";" Kelapa Dua";"BANTEN";0;"";0;"";0;""
"TGR10129";"Kab. Tangerang";" Solear";"BANTEN";0;"";0;"";0;""
"TGR10130";"Kab. Tangerang";" Sindang Jaya";"BANTEN";0;"";0;"";0;""
"TGR10131";"Kab. Tangerang";" Gunung Kaler";"BANTEN";0;"";0;"";0;""
"TGR10132";"Kab. Tangerang";" Sepatan Timur";"BANTEN";0;"";0;"";0;""
"TGR10133";"Kab. Tangerang";" Mekar Baru";"BANTEN";0;"";0;"";0;""
"TIM10000";"Kab. Mimika";"Timika";"PAPUA";0;"";0;"";0;""
"TIM10001";"Kab. Mimika";"Agimuga";"PAPUA";0;"";0;"";0;""
"TIM10002";"Kab. Mimika";"Jila";"PAPUA";0;"";0;"";0;""
"TIM10003";"Kab. Mimika";"Jita";"PAPUA";0;"";0;"";0;""
"TIM10004";"Kab. Mimika";"Kuala Kencana";"PAPUA";0;"";0;"";0;""
"TIM10005";"Kab. Mimika";"Mimika Barat";"PAPUA";0;"";0;"";0;""
"TIM10006";"Kab. Mimika";"Mimika Barat Jauh";"PAPUA";0;"";0;"";0;""
"TIM10007";"Kab. Mimika";"Mimika Barat Tengah";"PAPUA";0;"";0;"";0;""
"TIM10008";"Kab. Mimika";"Mimika Baru";"PAPUA";0;"";0;"";0;""
"TIM10009";"Kab. Mimika";"Mimika Timur";"PAPUA";0;"";0;"";0;""
"TIM10010";"Kab. Mimika";"Mimika Timur Jauh";"PAPUA";0;"";0;"";0;""
"TIM10011";"Kab. Mimika";"Mimika Timur Tengah";"PAPUA";0;"";0;"";0;""
"TIM10012";"Kab. Mimika";"Tembaga Pura";"PAPUA";0;"";0;"";0;""
"TIM10013";"Kab. Mimika";"Wania";"PAPUA";0;"";0;"";0;""
"TIM10014";"Kab. Mimika";"Mimika Tengah";"PAPUA";0;"";0;"";0;""
"TIM10015";"Kab. Mimika";"Kwamki Narama";"PAPUA";0;"";0;"";0;""
"TIM10016";"Kab. Mimika";"Iwaka";"PAPUA";0;"";0;"";0;""
"TIM10017";"Kab. Mimika";"Hoya";"PAPUA";0;"";0;"";0;""
"TIM10018";"Kab. Mimika";"Amar";"PAPUA";0;"";0;"";0;""
"TIM10019";"Kab. Mimika";"Alama";"PAPUA";0;"";0;"";0;""
"TJQ10000";"Kab. Belitung";"Tanjung Pandan";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10005";"Kab. Belitung";"Membalong";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10006";"Kab. Belitung";"Selat Nasik";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10008";"Kab. Belitung";"Badau";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10009";"Kab. Belitung";"Sijuk";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10100";"Kab. Belitung Timur";"Manggar";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10101";"Kab. Belitung Timur";"Dendang";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10102";"Kab. Belitung Timur";"Gantung";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10103";"Kab. Belitung Timur";"Kelapa Kampit";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10104";"Kab. Belitung Timur";"Simpang Pesak";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10105";"Kab. Belitung Timur";"Simpang Renggiang";"BANGKA BELITUNG";0;"";0;"";0;""
"TJQ10106";"Kab. Belitung Timur";"Damar";"BANGKA BELITUNG";0;"";0;"";0;""
"TKG10000";"Kota Bandar Lampung";"Bandar Lampung";"LAMPUNG";0;"";0;"";0;""
"TKG10032";"Kota Bandar Lampung";"Kedaton";"LAMPUNG";0;"";0;"";0;""
"TKG10033";"Kota Bandar Lampung";"Kemiling";"LAMPUNG";0;"";0;"";0;""
"TKG10034";"Kota Bandar Lampung";"Panjang";"LAMPUNG";0;"";0;"";0;""
"TKG10035";"Kota Bandar Lampung";"Rajabasa";"LAMPUNG";0;"";0;"";0;""
"TKG10036";"Kota Bandar Lampung";"Sukabumi ";"LAMPUNG";0;"";0;"";0;""
"TKG10037";"Kota Bandar Lampung";"Sukarame";"LAMPUNG";0;"";0;"";0;""
"TKG10038";"Kota Bandar Lampung";"Tanjung Karang Barat";"LAMPUNG";0;"";0;"";0;""
"TKG10039";"Kota Bandar Lampung";"Tanjung Karang Pusat";"LAMPUNG";0;"";0;"";0;""
"TKG10040";"Kota Bandar Lampung";"Tanjung Karang Timur";"LAMPUNG";0;"";0;"";0;""
"TKG10041";"Kota Bandar Lampung";"Tanjung Senang";"LAMPUNG";0;"";0;"";0;""
"TKG10042";"Kota Bandar Lampung";"Teluk Betung Barat";"LAMPUNG";0;"";0;"";0;""
"TKG10043";"Kota Bandar Lampung";"Teluk Betung Selatan";"LAMPUNG";0;"";0;"";0;""
"TKG10044";"Kota Bandar Lampung";"Teluk Betung Utara";"LAMPUNG";0;"";0;"";0;""
"TKG10045";"Kota Bandar Lampung";"Teluk Betung Timur";"LAMPUNG";0;"";0;"";0;""
"TKG10046";"Kota Bandar Lampung";"Way Halim";"LAMPUNG";0;"";0;"";0;""
"TKG10047";"Kota Bandar Lampung";"Kedamaian";"LAMPUNG";0;"";0;"";0;""
"TKG10048";"Kota Bandar Lampung";"Enggal";"LAMPUNG";0;"";0;"";0;""
"TKG10049";"Kota Bandar Lampung";"Langkapura";"LAMPUNG";0;"";0;"";0;""
"TKG10050";"Kota Bandar Lampung";"Bumi Waras";"LAMPUNG";0;"";0;"";0;""
"TKG10051";"Kab. Lampung Timur";"Labuhan Ratu";"LAMPUNG";0;"";0;"";0;""
"TKG20100";"Kab. Lampung Selatan";"Kalianda";"LAMPUNG";0;"";0;"";0;""
"TKG20101";"Kab. Lampung Selatan";"Palas";"LAMPUNG";0;"";0;"";0;""
"TKG20102";"Kab. Lampung Selatan";"Panengahan";"LAMPUNG";0;"";0;"";0;""
"TKG20103";"Kab. Lampung Selatan";"Natar";"LAMPUNG";0;"";0;"";0;""
"TKG20104";"Kab. Lampung Selatan";"Tanjung Bintang";"LAMPUNG";0;"";0;"";0;""
"TKG20105";"Kab. Lampung Selatan";"Candipuro";"LAMPUNG";0;"";0;"";0;""
"TKG20106";"Kab. Lampung Selatan";"Jati Agung";"LAMPUNG";0;"";0;"";0;""
"TKG20107";"Kab. Lampung Selatan";"Katibung";"LAMPUNG";0;"";0;"";0;""
"TKG20108";"Kab. Lampung Selatan";"Ketapang";"LAMPUNG";0;"";0;"";0;""
"TKG20109";"Kab. Lampung Selatan";"Merbau Mataram";"LAMPUNG";0;"";0;"";0;""
"TKG20111";"Kab. Lampung Selatan";"Rajabasa";"LAMPUNG";0;"";0;"";0;""
"TKG20112";"Kab. Lampung Selatan";"Sidomulyo";"LAMPUNG";0;"";0;"";0;""
"TKG20113";"Kab. Lampung Selatan";"Sragi";"LAMPUNG";0;"";0;"";0;""
"TKG20115";"Kab. Lampung Selatan";"Bakauheuni";"LAMPUNG";0;"";0;"";0;""
"TKG20116";"Kab. Lampung Selatan";"Tanjungsari";"LAMPUNG";0;"";0;"";0;""
"TKG20117";"Kab. Lampung Selatan";"Way Panji";"LAMPUNG";0;"";0;"";0;""
"TKG20118";"Kab. Lampung Selatan";"Way Sulan";"LAMPUNG";0;"";0;"";0;""
"TKG20200";"Kab. Lampung Utara";"Kotabumi";"LAMPUNG";0;"";0;"";0;""
"TKG20201";"Kab. Lampung Utara";"Abung Barat";"LAMPUNG";0;"";0;"";0;""
"TKG20202";"Kab. Lampung Utara";"Abung Selatan";"LAMPUNG";0;"";0;"";0;""
"TKG20203";"Kab. Lampung Utara";"Abung Timur";"LAMPUNG";0;"";0;"";0;""
"TKG20210";"Kab. Lampung Utara";"Bukit Kemuning";"LAMPUNG";0;"";0;"";0;""
"TKG20219";"Kab. Lampung Utara";"Sungkai Selatan";"LAMPUNG";0;"";0;"";0;""
"TKG20220";"Kab. Lampung Utara";"Sungkai Utara";"LAMPUNG";0;"";0;"";0;""
"TKG20221";"Kab. Lampung Utara";"Tanjung Raja";"LAMPUNG";0;"";0;"";0;""
"TKG20224";"Kab. Lampung Utara";"Abung Semuli";"LAMPUNG";0;"";0;"";0;""
"TKG20225";"Kab. Lampung Utara";"Abung Surakarta";"LAMPUNG";0;"";0;"";0;""
"TKG20226";"Kab. Lampung Utara";"Abung Tengah";"LAMPUNG";0;"";0;"";0;""
"TKG20228";"Kab. Lampung Utara";"Abung Tinggi";"LAMPUNG";0;"";0;"";0;""
"TKG20229";"Kab. Lampung Utara";"Bunga Mayang";"LAMPUNG";0;"";0;"";0;""
"TKG20230";"Kab. Lampung Utara";"Kotabumi Selatan";"LAMPUNG";0;"";0;"";0;""
"TKG20231";"Kab. Lampung Utara";"Kotabumi Utara";"LAMPUNG";0;"";0;"";0;""
"TKG20232";"Kab. Lampung Utara";"Muara Sungkai";"LAMPUNG";0;"";0;"";0;""
"TKG20233";"Kab. Lampung Utara";"Sungkai Tengah";"LAMPUNG";0;"";0;"";0;""
"TKG20234";"Kab. Lampung Utara";"Sungkai Jaya";"LAMPUNG";0;"";0;"";0;""
"TKG20235";"Kab. Lampung Utara";"Sungkai Barat";"LAMPUNG";0;"";0;"";0;""
"TKG20236";"Kab. Lampung Utara";"Hulu Sungkai";"LAMPUNG";0;"";0;"";0;""
"TKG20237";"Kab. Lampung Utara";"Blambangan Pagar";"LAMPUNG";0;"";0;"";0;""
"TKG20238";"Kab. Lampung Utara";"Abung Pekurun";"LAMPUNG";0;"";0;"";0;""
"TKG20239";"Kab. Lampung Utara";"Abung Kunang";"LAMPUNG";0;"";0;"";0;""
"TKG20300";"Kota Metro";"Metro";"LAMPUNG";0;"";0;"";0;""
"TKG20355";"Kota Metro";"Metro Barat";"LAMPUNG";0;"";0;"";0;""
"TKG20356";"Kota Metro";"Metro Pusat";"LAMPUNG";0;"";0;"";0;""
