"EXPEDITION_IN_CODE";"EXPEDITION_IN_CITY";"EXPEDITION_IN_DISTRICT";"EXPEDITION_IN_PROVINCE";"EXPEDITION_IN_PRICE_REG";"EXPEDITION_IN_PRICE_REG_ETD";"EXPEDITION_IN_PRICE_CARGO";"EXPEDITION_IN_PRICE_CARGO_ETD";"EXPEDITION_IN_PRICE_BEST";"EXPEDITION_IN_PRICE_BEST_ETD"
"MDC21105";"Kota Tomohon";"Tomohon Utara";"";77000;"5-7";46500;"";0;""
"MDC21106";"Kota Tomohon";"Sorong Utara";"";77000;"5-7";46500;"";0;""
"MDN10000";"Kota Madiun";"Madiun";"";22000;"1-2";13500;"";0;""
"MDN10016";"Kota Madiun";"Kartoharjo ";"";22000;"1-2";13500;"";0;""
"MDN10017";"Kota Madiun";"Manguharjo";"";22000;"1-2";13500;"";0;""
"MDN10018";"Kota Madiun";"Taman";"";22000;"1-2";13500;"";0;""
"MDN10100";"Kab. Madiun";"Caruban";"";26000;"2-3";16000;"";0;""
"MDN10101";"Kab. Madiun";"Balerejo";"";33000;"3-6";20000;"";0;""
"MDN10102";"Kab. Madiun";"Dagangan";"";33000;"3-6";20000;"";0;""
"MDN10103";"Kab. Madiun";"Dolopo";"";33000;"3-6";20000;"";0;""
"MDN10104";"Kab. Madiun";"Geger ";"";33000;"3-6";20000;"";0;""
"MDN10105";"Kab. Madiun";"Gemarang";"";33000;"3-6";20000;"";0;""
"MDN10106";"Kab. Madiun";"Jiwan";"";22000;"1-2";13500;"";0;""
"MDN10107";"Kab. Madiun";"Kare";"";33000;"3-6";20000;"";0;""
"MDN10108";"Kab. Madiun";"Kebonsari";"";33000;"3-6";20000;"";0;""
"MDN10109";"Kab. Madiun";"Madiun";"";22000;"1-2";13500;"";0;""
"MDN10110";"Kab. Madiun";"Mejayan";"";33000;"3-6";20000;"";0;""
"MDN10111";"Kab. Madiun";"Pilangkenceng";"";33000;"3-6";20000;"";0;""
"MDN10112";"Kab. Madiun";"Saradan";"";33000;"3-6";20000;"";0;""
"MDN10113";"Kab. Madiun";"Sawahan";"";33000;"3-6";20000;"";0;""
"MDN10114";"Kab. Madiun";"Wonoasri";"";33000;"3-6";20000;"";0;""
"MDN10115";"Kab. Madiun";"Wungu";"";33000;"3-6";20000;"";0;""
"MDN20100";"Kab. Magetan";"Magetan";"";26000;"2-3";16000;"";0;""
"MDN20101";"Kab. Magetan";"Bendo";"";33000;"3-6";20000;"";0;""
"MDN20102";"Kab. Magetan";"Karangrejo ";"";33000;"3-6";20000;"";0;""
"MDN20104";"Kab. Magetan";"Kawedanan";"";33000;"3-6";20000;"";0;""
"MDN20105";"Kab. Magetan";"Lembeyan";"";33000;"3-6";20000;"";0;""
"MDN20106";"Kab. Magetan";"Maospati";"";33000;"3-6";20000;"";0;""
"MDN20107";"Kab. Magetan";"Panekan";"";33000;"3-6";20000;"";0;""
"MDN20108";"Kab. Magetan";"Parang";"";33000;"3-6";20000;"";0;""
"MDN20109";"Kab. Magetan";"Plaosan";"";33000;"3-6";20000;"";0;""
"MDN20110";"Kab. Magetan";"Poncol";"";33000;"3-6";20000;"";0;""
"MDN20111";"Kab. Magetan";"Sukomoro ";"";33000;"3-6";20000;"";0;""
"MDN20112";"Kab. Magetan";"Takeran";"";33000;"3-6";20000;"";0;""
"MDN20113";"Kab. Magetan";"Barat ";"";33000;"3-6";20000;"";0;""
"MDN20114";"Kab. Magetan";"Karas";"";33000;"3-6";20000;"";0;""
"MDN20115";"Kab. Magetan";"Kartoharjo ";"";33000;"3-6";20000;"";0;""
"MDN20116";"Kab. Magetan";"Ngariboyo";"";33000;"3-6";20000;"";0;""
"MDN20117";"Kab. Magetan";"Nguntoronadi";"";33000;"3-6";20000;"";0;""
"MDN20118";"Kab. Magetan";"Sidorejo";"";33000;"3-6";20000;"";0;""
"MDN20200";"Kab. Ngawi";"Ngawi";"";26000;"2-3";16000;"";0;""
"MDN20201";"Kab. Ngawi";"Bringin ";"";33000;"3-6";20000;"";0;""
"MDN20202";"Kab. Ngawi";"Geneng";"";33000;"3-6";20000;"";0;""
"MDN20203";"Kab. Ngawi";"Jogorogo";"";33000;"3-6";20000;"";0;""
"MDN20204";"Kab. Ngawi";"Karangjati";"";33000;"3-6";20000;"";0;""
"MDN20205";"Kab. Ngawi";"Kedunggalar";"";33000;"3-6";20000;"";0;""
"MDN20206";"Kab. Ngawi";"Kendal ";"";33000;"3-6";20000;"";0;""
"MDN20207";"Kab. Ngawi";"Kwadungan";"";33000;"3-6";20000;"";0;""
"MDN20208";"Kab. Ngawi";"Mantingan";"";33000;"3-6";20000;"";0;""
"MDN20209";"Kab. Ngawi";"Ngrambe";"";33000;"3-6";20000;"";0;""
"MDN20210";"Kab. Ngawi";"Padas";"";33000;"3-6";20000;"";0;""
"MDN20211";"Kab. Ngawi";"Pangkur";"";33000;"3-6";20000;"";0;""
"MDN20212";"Kab. Ngawi";"Paron";"";33000;"3-6";20000;"";0;""
"MDN20213";"Kab. Ngawi";"Pitu";"";33000;"3-6";20000;"";0;""
"MDN20214";"Kab. Ngawi";"Sine";"";33000;"3-6";20000;"";0;""
"MDN20215";"Kab. Ngawi";"Widodaren";"";33000;"3-6";20000;"";0;""
"MDN20216";"Kab. Ngawi";"Karanganyar ";"";33000;"3-6";20000;"";0;""
"MDN20217";"Kab. Ngawi";"Kendungan";"";33000;"3-6";20000;"";0;""
"MDN20218";"Kab. Ngawi";"Gerih";"";33000;"3-6";20000;"";0;""
"MDN20219";"Kab. Ngawi";"Kasreman";"";33000;"3-6";20000;"";0;""
"MDN20300";"Kab. Pacitan";"Pacitan";"";26000;"2-3";16000;"";0;""
"MDN20301";"Kab. Pacitan";"Arjosari";"";33000;"3-6";20000;"";0;""
"MDN20302";"Kab. Pacitan";"Bandar ";"";33000;"3-6";20000;"";0;""
"MDN20303";"Kab. Pacitan";"Donorojo";"";33000;"3-6";20000;"";0;""
"MDN20304";"Kab. Pacitan";"Kebonagung ";"";33000;"3-6";20000;"";0;""
"MDN20305";"Kab. Pacitan";"Nawangan";"";33000;"3-6";20000;"";0;""
"MDN20306";"Kab. Pacitan";"Ngadirojo";"";33000;"3-6";20000;"";0;""
"MDN20307";"Kab. Pacitan";"Pringkuku";"";33000;"3-6";20000;"";0;""
"MDN20308";"Kab. Pacitan";"Punung";"";33000;"3-6";20000;"";0;""
"MDN20309";"Kab. Pacitan";"Sudimoro";"";33000;"3-6";20000;"";0;""
"MDN20310";"Kab. Pacitan";"Tegalombo";"";33000;"3-6";20000;"";0;""
"MDN20311";"Kab. Pacitan";"Tulakan";"";33000;"3-6";20000;"";0;""
"MDN20400";"Kab. Ponorogo";"Ponorogo";"";26000;"2-3";16000;"";0;""
"MDN20401";"Kab. Ponorogo";"Babadan";"";33000;"3-6";20000;"";0;""
"MDN20402";"Kab. Ponorogo";"Badegan";"";33000;"3-6";20000;"";0;""
"MDN20403";"Kab. Ponorogo";"Balong";"";33000;"3-6";20000;"";0;""
"MDN20404";"Kab. Ponorogo";"Bungkal";"";33000;"3-6";20000;"";0;""
"MDN20405";"Kab. Ponorogo";"Jenangan";"";33000;"3-6";20000;"";0;""
"MDN20406";"Kab. Ponorogo";"Jetis ";"";33000;"3-6";20000;"";0;""
"MDN20407";"Kab. Ponorogo";"Kauman ";"";33000;"3-6";20000;"";0;""
"MDN20408";"Kab. Ponorogo";"Mlarak";"";33000;"3-6";20000;"";0;""
"MDN20409";"Kab. Ponorogo";"Ngebel";"";33000;"3-6";20000;"";0;""
"MDN20410";"Kab. Ponorogo";"Ngrayun";"";33000;"3-6";20000;"";0;""
"MDN20411";"Kab. Ponorogo";"Pulung";"";33000;"3-6";20000;"";0;""
"MDN20412";"Kab. Ponorogo";"Sambit";"";33000;"3-6";20000;"";0;""
"MDN20413";"Kab. Ponorogo";"Sampung";"";33000;"3-6";20000;"";0;""
"MDN20414";"Kab. Ponorogo";"Sawoo";"";33000;"3-6";20000;"";0;""
"MDN20415";"Kab. Ponorogo";"Siman";"";33000;"3-6";20000;"";0;""
"MDN20416";"Kab. Ponorogo";"Slahung";"";33000;"3-6";20000;"";0;""
"MDN20417";"Kab. Ponorogo";"Sooko ";"";33000;"3-6";20000;"";0;""
"MDN20418";"Kab. Ponorogo";"Sukorejo";"";33000;"3-6";20000;"";0;""
"MDN20419";"Kab. Ponorogo";"Jambon";"";33000;"3-6";20000;"";0;""
"MDN20420";"Kab. Ponorogo";"Pudak";"";33000;"3-6";20000;"";0;""
"MES10000";"Kota Medan";"Medan";"";30000;"1-2";18000;"";35000;""
"MES10017";"Kota Medan";"Medan Amplas";"";30000;"1-2";18000;"";35000;""
"MES10018";"Kota Medan";"Medan Area";"";30000;"1-2";18000;"";35000;""
"MES10019";"Kota Medan";"Medan Barat";"";30000;"1-2";18000;"";35000;""
"MES10020";"Kota Medan";"Medan Baru";"";30000;"1-2";18000;"";35000;""
"MES10021";"Kota Medan";"Medan Deli";"";30000;"1-2";18000;"";0;""
"MES10022";"Kota Medan";"Medan Denai";"";30000;"1-2";18000;"";35000;""
"MES10023";"Kota Medan";"Medan Helvetia";"";30000;"1-2";18000;"";0;""
"MES10024";"Kota Medan";"Medan Johor";"";30000;"1-2";18000;"";35000;""
"MES10025";"Kota Medan";"Medan Kota";"";30000;"1-2";18000;"";35000;""
"MES10026";"Kota Medan";"Medan Labuhan";"";30000;"1-2";18000;"";0;""
"MES10027";"Kota Medan";"Medan Maimun";"";30000;"1-2";18000;"";35000;""
"MES10028";"Kota Medan";"Medan Marelan";"";30000;"1-2";18000;"";0;""
"MES10029";"Kota Medan";"Medan Perjuangan";"";30000;"1-2";18000;"";35000;""
"MES10030";"Kota Medan";"Medan Petisah";"";30000;"1-2";18000;"";35000;""
"MES10031";"Kota Medan";"Medan Polonia";"";30000;"1-2";18000;"";35000;""
"MES10032";"Kota Medan";"Medan Selayang";"";30000;"1-2";18000;"";0;""
"MES10033";"Kota Medan";"Medan Tembung";"";30000;"1-2";18000;"";0;""
"MES10034";"Kota Medan";"Medan Timur";"";30000;"1-2";18000;"";35000;""
"MES10035";"Kota Medan";"Medan Tuntungan";"";30000;"1-2";18000;"";0;""
"MES10045";"Kota Medan";"Medan Belawan";"";30000;"1-2";18000;"";0;""
"MES10046";"Kota Medan";"Medan Sunggal";"";30000;"1-2";18000;"";0;""
"MES10100";"Kab. Asahan";"Kisaran";"";40000;"2-3";24000;"";0;""
"MES10102";"Kab. Asahan";"Air Joman";"";50000;"3-6";30000;"";0;""
"MES10103";"Kab. Asahan";"Air Batu";"";50000;"3-6";30000;"";0;""
"MES10104";"Kab. Asahan";"Bandar Pasir Mandoge";"";50000;"3-6";30000;"";0;""
"MES10105";"Kab. Asahan";"Bandar Pulau";"";50000;"3-6";30000;"";0;""
"MES10106";"Kab. Asahan";"Buntu Pane";"";50000;"3-6";30000;"";0;""
"MES10110";"Kab. Asahan";"Meranti";"";50000;"3-6";30000;"";0;""
"MES10111";"Kab. Asahan";"Pulau Rakyat";"";50000;"3-6";30000;"";0;""
"MES10112";"Kab. Asahan";"Simpang Empat";"";50000;"3-6";30000;"";0;""
"MES10115";"Kab. Asahan";"Tanjung Balai Asahan";"";40000;"2-3";24000;"";0;""
"MES10117";"Kab. Asahan";"Aek Kuasan";"";50000;"3-6";30000;"";0;""
"MES10118";"Kab. Asahan";"Sei Kepayang";"";50000;"3-6";30000;"";0;""
"MES10126";"Kab. Asahan";"Kisaran Barat";"";40000;"2-3";24000;"";0;""
"MES10127";"Kab. Asahan";"Kisaran Timur";"";40000;"2-3";24000;"";0;""
"MES10128";"Kab. Asahan";"Pulo Bandring";"";40000;"2-3";24000;"";0;""
"MES10129";"Kab. Asahan";"Teluk Dalam";"";40000;"2-3";24000;"";0;""
"MES10130";"Kab. Asahan";"Sei Dadap";"";40000;"2-3";24000;"";0;""
"MES10131";"Kab. Asahan";"Tinggi Raja";"";40000;"2-3";24000;"";0;""
"MES10132";"Kab. Asahan";"Silau Laut";"";40000;"2-3";24000;"";0;""
"MES10133";"Kab. Asahan";"Setia Janji";"";40000;"2-3";24000;"";0;""
"MES10134";"Kab. Asahan";"Sei Kepayang Timur";"";40000;"2-3";24000;"";0;""
"MES10135";"Kab. Asahan";"Sei Kepayang Barat";"";40000;"2-3";24000;"";0;""
"MES10136";"Kab. Asahan";"Rawang Panca Arga";"";40000;"2-3";24000;"";0;""
"MES10137";"Kab. Asahan";"Rahuning";"";40000;"2-3";24000;"";0;""
"MES10138";"Kab. Asahan";"Aek Songsongan";"";40000;"2-3";24000;"";0;""
"MES10139";"Kab. Asahan";"Aek Ledong";"";40000;"2-3";24000;"";0;""
"MES10200";"Kab. Tapanuli Tengah";"Sibolga";"";40000;"2-3";24000;"";0;""
"MES10201";"Kab. Tapanuli Tengah";"Barus";"";50000;"3-6";30000;"";0;""
"MES10202";"Kab. Tapanuli Tengah";"Kolang";"";50000;"3-6";30000;"";0;""
"MES10203";"Kab. Tapanuli Tengah";"Manduamas";"";50000;"3-6";30000;"";0;""
"MES10204";"Kab. Tapanuli Tengah";"Sorkam";"";50000;"3-6";30000;"";0;""
"MES10205";"Kab. Tapanuli Tengah";"Adman Dewi";"";50000;"3-6";30000;"";0;""
"MES10206";"Kab. Tapanuli Tengah";"Badiri";"";50000;"3-6";30000;"";0;""
"MES10207";"Kab. Tapanuli Tengah";"Lumut";"";50000;"3-6";30000;"";0;""
"MES10208";"Kab. Tapanuli Tengah";"Sibabangun";"";50000;"3-6";30000;"";0;""
"MES10209";"Kab. Tapanuli Tengah";"Sirandorung";"";30000;"1-2";18000;"";0;""
"MES10210";"Kab. Tapanuli Tengah";"Sitahuis";"";50000;"3-6";30000;"";0;""
"MES10211";"Kab. Tapanuli Tengah";"Sorkam Barat";"";50000;"3-6";30000;"";0;""
"MES10212";"Kab. Tapanuli Tengah";"Sosor Gadong";"";50000;"3-6";30000;"";0;""
"MES10213";"Kab. Tapanuli Tengah";"Tapian Nauli";"";50000;"3-6";30000;"";0;""
"MES10214";"Kab. Tapanuli Tengah";"Tukka";"";50000;"3-6";30000;"";0;""
"MES10215";"Kab. Tapanuli Tengah";"Pandan";"";50000;"3-6";30000;"";0;""
"MES10216";"Kota Sibolga";"Sibolga Sambas";"";40000;"2-3";24000;"";0;""
"MES10217";"Kota Sibolga";"Sibolga Selatan";"";40000;"2-3";24000;"";0;""
"MES10218";"Kota Sibolga";"Sibolga Utara";"";40000;"2-3";24000;"";0;""
"MES10219";"Kota Sibolga";"Sibolga Kota";"";40000;"2-3";24000;"";0;""
"MES10220";"Kab. Tapanuli Tengah";"Barus Utara";"";40000;"2-3";24000;"";0;""
"MES10256";"Kab. Tapanuli Tengah";"Pinangsori";"";40000;"2-3";24000;"";0;""
"MES10257";"Kab. Tapanuli Tengah";"Sarudik";"";40000;"2-3";24000;"";0;""
"MES10258";"Kab. Tapanuli Tengah";"Suka Bangun";"";40000;"2-3";24000;"";0;""
"MES10259";"Kab. Tapanuli Tengah";"Pasaribu Tobing";"";40000;"2-3";24000;"";0;""
"MES10300";"Kab. Dairi";"Sidikalang";"";40000;"2-3";24000;"";0;""
"MES10302";"Kab. Dairi";"Parbuluan";"";50000;"3-6";30000;"";0;""
"MES10304";"Kab. Dairi";"Siempat Nempu";"";50000;"3-6";30000;"";0;""
"MES10305";"Kab. Dairi";"Siempat Nempu Hilir";"";50000;"3-6";30000;"";0;""
"MES10306";"Kab. Dairi";"Silima Pungga-Pungga";"";50000;"3-6";30000;"";0;""
"MES10307";"Kab. Dairi";"Sumbul";"";50000;"3-6";30000;"";0;""
"MES10308";"Kab. Dairi";"Tanah Pinem";"";50000;"3-6";30000;"";0;""
"MES10309";"Kab. Dairi";"Tiga Lingga";"";50000;"3-6";30000;"";0;""
"MES10310";"Kab. Dairi";"Pegagan Hilir";"";50000;"3-6";30000;"";0;""
"MES10311";"Kab. Dairi";"Siempat Nempu Hulu";"";50000;"3-6";30000;"";0;""
"MES10312";"Kab. Dairi";"Berampu";"";50000;"3-6";30000;"";0;""
"MES10313";"Kab. Dairi";"Gunung Sitember";"";50000;"3-6";30000;"";0;""
"MES10314";"Kab. Dairi";"Lae Parira";"";50000;"3-6";30000;"";0;""
"MES10315";"Kab. Dairi";"Sitinjo";"";50000;"3-6";30000;"";0;""
"MES10316";"Kab. Dairi";"Silahi Sabungan";"";50000;"3-6";30000;"";0;""
"MES10600";"Kab. Deli Serdang";"Lubuk Pakam";"";40000;"2-3";24000;"";0;""
"MES10601";"Kab. Deli Serdang";"Deli Tua";"";50000;"3-6";30000;"";0;""
"MES10602";"Kab. Deli Serdang";"Hamparan Perak";"";50000;"3-6";30000;"";0;""
"MES10603";"Kab. Deli Serdang";"Kutalimbaru";"";50000;"3-6";30000;"";0;""
"MES10604";"Kab. Deli Serdang";"Labuhan Deli";"";50000;"3-6";30000;"";0;""
"MES10605";"Kab. Deli Serdang";"Batang Kuis";"";50000;"3-6";30000;"";0;""
"MES10606";"Kab. Deli Serdang";"Pancur Batu";"";50000;"3-6";30000;"";0;""
"MES10607";"Kab. Deli Serdang";"Percut Sei Tuan";"";50000;"3-6";30000;"";0;""
"MES10608";"Kab. Deli Serdang";"Petumbak";"";50000;"3-6";30000;"";0;""
"MES10609";"Kab. Deli Serdang";"Sibolangit";"";50000;"3-6";30000;"";0;""
"MES10610";"Kab. Deli Serdang";"Biru-Biru";"";50000;"3-6";30000;"";0;""
"MES10611";"Kab. Deli Serdang";"Sinembah Tanjungmuda Hilir";"";50000;"3-6";30000;"";0;""
"MES10612";"Kab. Deli Serdang";"Sunggal";"";50000;"3-6";30000;"";0;""
"MES10613";"Kab. Deli Serdang";"Tanjung Morawa";"";40000;"2-3";24000;"";0;""
"MES10614";"Kab. Deli Serdang";"Pantai Labu";"";50000;"3-6";30000;"";0;""
"MES10615";"Kab. Deli Serdang";"Bangun Purba";"";50000;"3-6";30000;"";0;""
"MES10616";"Kab. Deli Serdang";"Beringin";"";50000;"3-6";30000;"";0;""
"MES10617";"Kab. Deli Serdang";"Galang";"";50000;"3-6";30000;"";0;""
"MES10619";"Kab. Deli Serdang";"Gunung Meriah";"";50000;"3-6";30000;"";0;""
"MES10620";"Kab. Deli Serdang";"Namo Rambe";"";50000;"3-6";30000;"";0;""
"MES10621";"Kab. Deli Serdang";"Pagar Marbau";"";50000;"3-6";30000;"";0;""
"MES10622";"Kab. Deli Serdang";"Sinembah Tanjungmuda Hulu";"";50000;"3-6";30000;"";0;""
"MES10623";"Kab. Deli Serdang";"Deli Serdang";"";50000;"3-6";30000;"";0;""
"MES20100";"Kab. Toba Samosir";"Balige";"";40000;"2-3";24000;"";0;""
"MES20101";"Kab. Toba Samosir";"Habinsaran";"";50000;"3-6";30000;"";0;""
"MES20103";"Kab. Toba Samosir";"Lagu Boti";"";50000;"3-6";30000;"";0;""
"MES20104";"Kab. Toba Samosir";"Lumban Julu";"";50000;"3-6";30000;"";0;""
"MES20109";"Kab. Toba Samosir";"Porsea";"";50000;"3-6";30000;"";0;""
"MES20111";"Kab. Toba Samosir";"Silaen";"";50000;"3-6";30000;"";0;""
"MES20116";"Kab. Toba Samosir";"Ajibata";"";50000;"3-6";30000;"";0;""
"MES20117";"Kab. Toba Samosir";"Bor Bor";"";50000;"3-6";30000;"";0;""
"MES20118";"Kab. Toba Samosir";"Nassau";"";50000;"3-6";30000;"";0;""
"MES20119";"Kab. Toba Samosir";"Pintu Pohan Meranti";"";50000;"3-6";30000;"";0;""
"MES20120";"Kab. Toba Samosir";"Siantar Narumonda";"";50000;"3-6";30000;"";0;""
"MES20121";"Kab. Toba Samosir";"Sigumpar";"";50000;"3-6";30000;"";0;""
"MES20122";"Kab. Toba Samosir";"Tampahan";"";50000;"3-6";30000;"";0;""
"MES20123";"Kab. Toba Samosir";"Uluan";"";50000;"3-6";30000;"";0;""
"MES20124";"Kab. Toba Samosir";"Parmaksian";"";50000;"3-6";30000;"";0;""
"MES20125";"Kab. Toba Samosir";"Bonatua Lunasi";"";50000;"3-6";30000;"";0;""
"MES20200";"Kota Binjai";"Binjai Kota";"";40000;"2-3";24000;"";0;""
"MES20201";"Kota Binjai";"Binjai ";"";40000;"2-3";24000;"";0;""
"MES20207";"Kota Binjai";"Binjai Barat";"";40000;"2-3";24000;"";0;""
"MES20208";"Kota Binjai";"Binjai Selatan";"";40000;"2-3";24000;"";0;""
"MES20209";"Kota Binjai";"Binjai Timur";"";40000;"2-3";24000;"";0;""
"MES20210";"Kota Binjai";"Binjai Utara";"";40000;"2-3";24000;"";0;""
"MES20300";"Kab. Nias";"Gunung Sitoli";"";40000;"2-3";24000;"";0;""
"MES20301";"Kab. Nias";"Afulu";"";50000;"3-6";30000;"";0;""
"MES20302";"Kab. Nias";"Alasa";"";75000;"10-20";45000;"";0;""
"MES20303";"Kab. Nias";"Bawolato";"";75000;"10-20";45000;"";0;""
"MES20304";"Kab. Nias";"Gido";"";75000;"10-20";45000;"";0;""
"MES20306";"Kab. Nias";"Hiliduho";"";75000;"10-20";45000;"";0;""
"MES20307";"Kab. Nias";"Idano Gawo";"";75000;"10-20";45000;"";0;""
"MES20308";"Kab. Nias";"Lahewa";"";75000;"10-20";45000;"";0;""
"MES20311";"Kab. Nias";"Lotu";"";75000;"10-20";45000;"";0;""
"MES20312";"Kab. Nias";"Mandrehe";"";75000;"10-20";45000;"";0;""
"MES20317";"Kab. Nias";"Sirombo";"";75000;"10-20";45000;"";0;""
"MES20320";"Kab. Nias";"Tuhemberua";"";75000;"10-20";45000;"";0;""
"MES20326";"Kab. Nias";"Lolofitu Moi";"";75000;"10-20";45000;"";0;""
"MES20327";"Kab. Nias";"Ulugawo";"";75000;"10-20";45000;"";0;""
"MES20328";"Kab. Nias";"Somolo-Molo";"";75000;"10-20";45000;"";0;""
"MES20329";"Kab. Nias";"Sogae Adu";"";75000;"10-20";45000;"";0;""
"MES20330";"Kab. Nias";"Ma'u";"";75000;"10-20";45000;"";0;""
"MES20331";"Kab. Nias";"Hili Serangkai";"";75000;"10-20";45000;"";0;""
"MES20332";"Kab. Nias";"Botomuzoi";"";75000;"10-20";45000;"";0;""
"MES20336";"Kab. Nias Barat";"Ulu Moro'o";"";75000;"10-20";45000;"";0;""
"MES20337";"Kab. Nias Barat";"Moro'o";"";75000;"10-20";45000;"";0;""
"MES20338";"Kab. Nias Barat";"Mandrehe Utara";"";75000;"10-20";45000;"";0;""
"MES20339";"Kab. Nias Barat";"Mandrehe Barat";"";75000;"10-20";45000;"";0;""
"MES20340";"Kab. Nias Barat";"Lahomi";"";75000;"10-20";45000;"";0;""
"MES20341";"Kab. Nias Barat";"Sirombo";"";75000;"10-20";45000;"";0;""
"MES20500";"Kota Padang Sidempuan";"Padang Sidempuan";"";40000;"2-3";24000;"";0;""
"MES20536";"Kota Padang Sidempuan";"Padang Sidempuan Batu Nadua";"";40000;"2-3";24000;"";0;""
"MES20537";"Kota Padang Sidempuan";"Padang Sidempuan Hutaimbaru";"";40000;"2-3";24000;"";0;""
"MES20538";"Kota Padang Sidempuan";"Padang Sidempuan Selatan";"";40000;"2-3";24000;"";0;""
"MES20539";"Kota Padang Sidempuan";"Padang Sidempuan Tenggara";"";40000;"2-3";24000;"";0;""
"MES20540";"Kota Padang Sidempuan";"Padang Sidempuan Utara";"";40000;"2-3";24000;"";0;""
"MES20542";"Kota Padang Sidempuan";"Padangsidimpuan Angkola Julu";"";40000;"2-3";24000;"";0;""
"MES20600";"Kab. Simalungun";"Pematang Raya";"";40000;"2-3";24000;"";0;""
"MES20601";"Kab. Simalungun";"Bandar";"";50000;"3-6";30000;"";0;""
"MES20602";"Kab. Simalungun";"Bosar Maligas";"";50000;"3-6";30000;"";0;""
"MES20603";"Kab. Simalungun";"Dolok Silau";"";50000;"3-6";30000;"";0;""
"MES20604";"Kab. Simalungun";"Dolok Pardamean";"";50000;"3-6";30000;"";0;""
"MES20605";"Kab. Simalungun";"Dolok Panribuan";"";50000;"3-6";30000;"";0;""
"MES20606";"Kab. Simalungun";"Dolok Batunanggar";"";50000;"3-6";30000;"";0;""
"MES20607";"Kab. Simalungun";"Girsang Sipangan Bolon";"";50000;"3-6";30000;"";0;""
"MES20608";"Kab. Simalungun";"Hutabayu Raja";"";50000;"3-6";30000;"";0;""
"MES20609";"Kab. Simalungun";"Jorlang Hataran";"";50000;"3-6";30000;"";0;""
"MES20610";"Kab. Simalungun";"Panei";"";50000;"3-6";30000;"";0;""
"MES20611";"Kab. Simalungun";"Pematang Bandar";"";50000;"3-6";30000;"";0;""
"MES20612";"Kab. Simalungun";"Purba";"";50000;"3-6";30000;"";0;""
"MES20613";"Kab. Simalungun";"Raya";"";50000;"3-6";30000;"";0;""
"MES20614";"Kab. Simalungun";"Raya Kahean";"";50000;"3-6";30000;"";0;""
"MES20615";"Kab. Simalungun";"Siantar";"";50000;"3-6";30000;"";0;""
"MES20616";"Kab. Simalungun";"Sidamanik";"";50000;"3-6";30000;"";0;""
"MES20617";"Kab. Simalungun";"Silau Kahean";"";50000;"3-6";30000;"";0;""
"MES20618";"Kab. Simalungun";"Silimakuta";"";50000;"3-6";30000;"";0;""
"MES20619";"Kab. Simalungun";"Tanah Jawa";"";50000;"3-6";30000;"";0;""
"MES20620";"Kab. Simalungun";"Tapian Dolok";"";50000;"3-6";30000;"";0;""
"MES20621";"Kab. Simalungun";"Ujung Padang";"";50000;"3-6";30000;"";0;""
"MES20622";"Kab. Simalungun";"Bandar Huluan";"";50000;"3-6";30000;"";0;""
"MES20623";"Kab. Simalungun";"Bandar Masilam";"";50000;"3-6";30000;"";0;""
"MES20624";"Kab. Simalungun";"Gunung Malela";"";50000;"3-6";30000;"";0;""
"MES20625";"Kab. Simalungun";"Gunung Maligas";"";50000;"3-6";30000;"";0;""
"MES20626";"Kab. Simalungun";"Haranggaol Horisanz";"";50000;"3-6";30000;"";0;""
"MES20627";"Kab. Simalungun";"Hatonduhan";"";50000;"3-6";30000;"";0;""
"MES20628";"Kab. Simalungun";"Jawa Maraja Bah Jambi";"";50000;"3-6";30000;"";0;""
"MES20629";"Kab. Simalungun";"Panombeian Pane";"";50000;"3-6";30000;"";0;""
"MES20630";"Kab. Simalungun";"Pematang Sidamanik";"";50000;"3-6";30000;"";0;""
"MES20631";"Kab. Simalungun";"Pematang Silima Huta";"";50000;"3-6";30000;"";0;""
"MES20700";"Kab. Labuhan Batu";"Rantau Prapat";"";40000;"2-3";24000;"";0;""
"MES20701";"Kab. Labuhan Batu";"Aek Natas";"";50000;"3-6";30000;"";0;""
"MES20702";"Kab. Labuhan Batu";"Bilah Hilir";"";50000;"3-6";30000;"";0;""
"MES20703";"Kab. Labuhan Batu";"Kampung Rakyat";"";50000;"3-6";30000;"";0;""
"MES20704";"Kab. Labuhan Batu";"Kota Pinang";"";50000;"3-6";30000;"";0;""
"MES20705";"Kab. Labuhan Batu";"Kualuh Hulu";"";50000;"3-6";30000;"";0;""
"MES20706";"Kab. Labuhan Batu";"Kualuh Hilir";"";50000;"3-6";30000;"";0;""
"MES20707";"Kab. Labuhan Batu";"Marbau";"";50000;"3-6";30000;"";0;""
"MES20708";"Kab. Labuhan Batu";"Na IX-X";"";50000;"3-6";30000;"";0;""
"MES20709";"Kab. Labuhan Batu";"Panai Hilir";"";75000;"10-20";45000;"";0;""
"MES20710";"Kab. Labuhan Batu";"Panai Tengah";"";75000;"10-20";45000;"";0;""
"MES20713";"Kab. Labuhan Batu";"Aek Kuo";"";50000;"3-6";30000;"";0;""
"MES20714";"Kab. Labuhan Batu";"Bilah Barat";"";50000;"3-6";30000;"";0;""
"MES20715";"Kab. Labuhan Batu";"Bilah Hulu";"";50000;"3-6";30000;"";0;""
"MES20716";"Kab. Labuhan Batu";"Kualuh Leidong";"";50000;"3-6";30000;"";0;""
